INEX_LD-20120211,guitar chord tuning,<dbo:MusicalWork> 2,,,
QALD2_te-12,all world heritage sites designated within the past five years,<dbo:WorldHeritageSite> 7,,,
INEX_LD-2012387,famous river confluence dam constructed,<dbo:River> 6,,,
QALD2_te-100,produces Orangina,<dbo:Beverage> 1,<dbo:Plant> 1,<dbo:Company> 5,
SemSearch_ES-139,the big texan steak house,<dbo:Restaurant> 7,,,
QALD2_tr-8,states of Germany are governed by the Social Democratic Party,<dbo:AdministrativeRegion> 7,,,
SemSearch_ES-74,sacred heart u,<dbo:HistoricBuilding> 2,<dbo:Religious> 1,<dbo:University> 4,
QALD2_tr-80,all Canadian Grunge record labels,<dbo:MusicalWork> 2,<dbo:RecordLabel> 5,,
SemSearch_ES-119,john elliott,<dbo:Person> 6,,,
SemSearch_ES-42,john maxwell,<dbo:Person> 7,,,
INEX_LD-20120232,guitar origin blues,<dbo:MusicGenre> 3,<dbo:Guitarist> 1,,
SemSearch_ES-17,butte montana,<dbo:City> 7,,,
INEX_LD-2012373,birds cannot fly,<dbo:Bird> 7,,,
SemSearch_LS-38,states that border oklahoma,<dbo:City> 2,<dbo:AdministrativeRegion> 5,,
INEX_LD-2012354,greatest guitarist,<dbo:Guitarist> 7,,,
QALD2_tr-50,did Bruce Carver die from,<dbo:VideoGame> 1,<dbo:Person> 1,<dbo:Disease> 5,
INEX_LD-2012309,residents small island city state  Malay Peninsula Chinese,<dbo:City> 4,<dbo:Island> 1,<dbo:Person> 1,<dbo:EthnicGroup> 1
SemSearch_ES-11,austin powers,<dbo:FictionalCharacter> 6,<dbo:Film> 1,,
INEX_XER-74,circus mammals,<dbo:Mammal> 7,,,
SemSearch_ES-131,scpa san diego,<dbo:Organisation> 7,,,
QALD2_tr-22,In country is the Limerick Lake,<dbo:Country> 7,,,
INEX_LD-2009115,virtual museums,<dbo:Museum> 5,,,
INEX_XER-136,Japanese players in Major League Baseball,<dbo:BaseballPlayer> 7,,,
INEX_LD-20120522,digital music notation formats,<dbo:Software> 2,<dbo:ProgrammingLanguage> 1,,
INEX_LD-20120222,guitar classical bach,<dbo:MusicalWork> 3,<dbo:MusicGenre> 2,,
INEX_XER-94,Hybrid cars sold in Europe,<dbo:Automobile> 7,,,
INEX_LD-2012336,1906 territory Papua island Australian,<dbo:Island> 3,<dbo:Settlement> 4,,
QALD2_te-59,US states are in the same timezone as Utah,<dbo:Region> 7,,,
SemSearch_ES-19,carl lewis,<dbo:Athlete> 7,,,
INEX_LD-2012367,invented telescope,<dbo:Scientist> 7,,,
INEX_LD-20120132,vietnam travel airports,<dbo:Airline> 1,<dbo:Airport> 6,,
INEX_LD-2012361,most famous award winning actor singer,<dbo:Artist> 7,,,
SemSearch_ES-4,NAACP Image Awards,<dbo:Award> 7,,,
QALD2_tr-49,all companies in the advertising industry,<dbo:Company> 7,,,
INEX_LD-20120532,intellectual property rights lobby,<dbo:Organisation> 5,,,
SemSearch_LS-8,continents in the world,<dbo:Continent> 7,,,
INEX_XER-73,magazines about indie music,<dbo:Magazine> 7,,,
INEX_LD-2012337,Texas city Baylor University tornado 1953,<dbo:City> 5,<dbo:University> 1,,
QALD2_te-55,Greek goddesses dwelt on Mount Olympus,<dbo:MythologicalFigure> 7,,,
SemSearch_ES-1,44 magnum hunting,<dbo:Weapon> 7,,,
INEX_XER-147,Chemical elements that are named after people,<dbo:ChemicalSubstance> 6,,,
SemSearch_ES-36,imdb batman returns,<dbo:MusicalWork> 1,<dbo:Film> 4,,
SemSearch_ES-10,asheville north carolina,<dbo:City> 7,,,
QALD2_tr-15,created Goofy,<dbo:Person> 7,,,
QALD2_tr-82,In programming language is GIMP written,<dbo:ProgrammingLanguage> 7,,,
SemSearch_ES-78,sharp pc,<dbo:Device> 7,,,
QALD2_tr-11,countries have places with more than two caves,<dbo:Country> 7,,,
SemSearch_ES-129,pizza populous detroit mi,<dbo:Restaurant> 7,,,
QALD2_te-21,is the capital of Canada,<dbo:Place> 7,,,
INEX_LD-20120412,bicycle sport disciplines,<dbo:CyclingRace> 5,<dbo:Sport> 1,,
INEX_LD-2012319, 1994 short story collection Alice Munro is Open,<dbo:Book> 7,,,
INEX_LD-2012359, Bob Ricker Executive Director the latest front group for the anti gun movement,<dbo:Non-ProfitOrganisation> 1,<dbo:Person> 6,,
QALD2_tr-62,created Wikipedia,<dbo:Non-ProfitOrganisation> 1,<dbo:Person> 6,,
INEX_XER-123,FIFA world cup national team winners since 1974,<dbo:SoccerTournament> 3,<dbo:SportsTeam> 4,,
SemSearch_LS-25,members of u2,<dbo:MusicalArtist> 6,<dbo:Band> 1,,
TREC_Entity-11,Donors to the Home Depot Foundation,<dbo:Person> 7,,,
SemSearch_ES-108,danielia cotton,<dbo:MusicalArtist> 7,,,
SemSearch_ES-102,beach flowers,<dbo:Plant> 7,,,
INEX_LD-2012343,The Heart of a Woman poet autobiography,<dbo:WrittenWork> 5,<dbo:Poet> 2,,
QALD2_tr-40,is the highest mountain in Australia,<dbo:Mountain> 7,,,
QALD2_te-14,all members of Prodigy,<dbo:Person> 7,,,
QALD2_tr-85,In films did Julia Roberts as well as Richard Gere play,<dbo:Film> 7,,,
INEX_XER-67,Ferris and observation wheels,<dbo:AmusementParkAttraction> 7,,,
SemSearch_LS-3,astronauts landed on the Moon,<dbo:Astronaut> 7,,,
SemSearch_LS-22,major leagues in the united states,<dbo:SportsLeague> 7,,,
SemSearch_LS-33,provinces and territories of Canada,<dbo:PopulatedPlace> 7,,,
SemSearch_ES-91,westminster abbey,<dbo:Religious> 1,<dbo:Place> 6,,
QALD2_te-9,a list of all trumpet players that were bandleaders,<dbo:MusicalArtist> 7,,,
INEX_LD-2012331,Seoul Korea river name ethnic group China,<dbo:River> 7,,,
INEX_LD-20120322,tango music instruments,<dbo:ClassicalMusicComposition> 4,,,
QALD2_te-57,the Apollo 14 astronauts,<dbo:Astronaut> 7,,,
QALD2_tr-42,are the official languages of the Philippines,<dbo:Language> 7,,,
QALD2_te-28,all movies directed by Francis Ford Coppola,<dbo:Film> 7,,,
INEX_XER-128,Bond girls,<dbo:Film> 2,<dbo:Actor> 5,,
SemSearch_LS-14,gods dwelt on Mount Olympus,<dbo:MythologicalFigure> 7,,,
QALD2_tr-78,all books written by Danielle Steel,<dbo:Book> 7,,,
INEX_XER-110,Nobel Prize in Literature winners were also poets,<dbo:Poet> 7,,,
QALD2_te-27,Sean Parnell is the governor of US state,<dbo:Governor> 1,<dbo:Region> 6,,
INEX_XER-72,films shot in Venice,<dbo:Film> 7,,,
INEX_LD-20120122,vietnamese food blog,<dbo:WrittenWork> 3,<dbo:Website> 4,,
INEX_XER-91,Paul Auster novels,<dbo:Novel> 7,,,
QALD2_tr-65,companies work in the aerospace industry as well as on nuclear reactor technology,<dbo:Company> 7,,,
QALD2_tr-32,countries in the European Union adopted the Euro,<dbo:Country> 7,,,
INEX_LD-2012317,daggeroso inclined to use a dagger novel Sons and Lovers,<dbo:WrittenWork> 4,<dbo:Writer> 2,,
SemSearch_ES-47,king arthur,<dbo:FictionalCharacter> 3,<dbo:Film> 2,<dbo:BritishRoyalty> 2,
SemSearch_ES-66,overeaters anonymous,<dbo:Website> 1,<dbo:Organisation> 5,,
SemSearch_ES-127,palm tungsten e2 handheld,<dbo:Device> 7,,,
SemSearch_ES-86,the morning call lehigh valley pa,<dbo:Newspaper> 7,,,
SemSearch_ES-40,james clayton md,<dbo:Medician> 6,,,
QALD2_te-65,instruments did John Lennon play,<dbo:MusicalArtist> 1,,,
QALD2_tr-34,countries have more than two official languages,<dbo:Country> 7,,,
INEX_LD-2010019,gallo roman architecture in paris,<dbo:ArchitecturalStructure> 7,,,
SemSearch_ES-132,sealy mattress co,<dbo:Company> 7,,,
SemSearch_ES-85,the longest yard sale,<dbo:Place> 2,<dbo:Company> 3,,
INEX_XER-144,chess world champions,<dbo:ChessPlayer> 4,<dbo:SportsEvent> 3,,
SemSearch_ES-99,University of York,<dbo:University> 7,,,
INEX_XER-60,olympic classes dinghy sailing,<dbo:Ship> 2,<dbo:Olympics> 4,,
QALD2_tr-4,river does the Brooklyn Bridge cross,<dbo:River> 7,,,
QALD2_te-93,movies did Sam Raimi direct after Army of Darkness,<dbo:Film> 7,,,
QALD2_tr-83,produced films starring Natalie Portman,<dbo:Film> 1,<dbo:Person> 5,,
INEX_LD-2012303, Valley fever fungal infection San Joaquin,<dbo:Fungus> 4,<dbo:Disease> 3,,
QALD2_tr-43,is the mayor of New York City,<dbo:Mayor> 7,,,
INEX_LD-2010004,Indian food,<dbo:Food> 7,,,
QALD2_te-3,is the mayor of Berlin,<dbo:OfficeHolder> 2,<dbo:Politician> 5,,
INEX_LD-2012333,Prime minister Canada nicknamed Silver Tongued Laurier longest unbroken term,<dbo:PrimeMinister> 7,,,
SemSearch_LS-34,ratt albums,<dbo:Album> 7,,,
INEX_XER-125,countries have won the FIFA world cup,<dbo:Country> 6,,,
QALD2_te-72,In US state is Area 51 located?,<dbo:ProtectedArea> 2,<dbo:PopulatedPlace> 5,,
INEX_LD-2012347,seat Florida country Dade,<dbo:Place> 7,,,
SemSearch_ES-6,air wisconsin,<dbo:Airline> 5,<dbo:Airport> 2,,
QALD2_tr-69,caves have more than 3 entrances,<dbo:Cave> 7,,,
QALD2_te-67,are the parents of the wife of Juan Carlos I,<dbo:Person> 6,,,
SemSearch_ES-75,sagemont church houston tx,<dbo:Building> 5,<dbo:Organisation> 2,,
QALD2_tr-73,owns Aldi,<dbo:Person> 7,,,
SemSearch_LS-1,Apollo astronauts walked on the Moon,<dbo:Astronaut> 7,,,
SemSearch_ES-71,richmond virginia,<dbo:City> 7,,,
SemSearch_ES-5,Scott County,<dbo:Town> 1,<dbo:AdministrativeRegion> 6,,
INEX_LD-20120521,electronic music genres,<dbo:MusicGenre> 6,,,
INEX_LD-2012390,baseball player most homeruns national league,<dbo:BaseballPlayer> 7,,,
INEX_XER-139,Films directed by Akira Kurosawa,<dbo:Film> 6,,,
INEX_LD-2012335,US president authorise nuclear weapons against Japan,<dbo:Person> 7,,,
SemSearch_ES-49,laura bush,<dbo:Person> 7,,,
INEX_LD-20120512,south korean girl groups,<dbo:MusicalArtist> 1,<dbo:Group> 6,,
TREC_Entity-9,Members of The Beaux Arts Trio,<dbo:MusicalArtist> 6,,,
TREC_Entity-20,Scotch whisky distilleries on the island of Islay,<dbo:Beverage> 3,<dbo:Place> 2,<dbo:Company> 1,
SemSearch_LS-31,permanent members of the UN Security Council,<dbo:Person> 6,,,
SemSearch_ES-65,orlando florida,<dbo:City> 7,,,
SemSearch_ES-109,david hewlett,<dbo:Person> 7,,,
INEX_XER-87,Axis powers of World War II,<dbo:Country> 7,,,
QALD2_tr-9,US states possess gold minerals,<dbo:Region> 7,,,
INEX_LD-2012389,frequently visited sharks gulf Indian Ocean,<dbo:NaturalPlace> 6,,,
SemSearch_LS-18,john lennon parents,<dbo:Person> 6,,,
INEX_LD-2012369,most famous civic military airports,<dbo:Airport> 7,,,
INEX_LD-2009039,roman architecture,<dbo:HistoricPlace> 1,<dbo:ArchitecturalStructure> 6,,
QALD2_tr-29,awards did WikiLeaks win,<dbo:Award> 7,,,
SemSearch_ES-39,james caldwell high school,<dbo:School> 7,,,
SemSearch_ES-70,radio italia online,<dbo:RadioStation> 6,<dbo:Website> 1,,
INEX_LD-2012318,Directed Bela Glen Glenda Bride Monster Plan 9 Outer Space,<dbo:Film> 4,<dbo:Person> 3,,
SemSearch_ES-41,joan of arc,<dbo:Person> 7,,,
INEX_LD-2010020,electricity source in France,<dbo:PowerStation> 5,<dbo:PopulatedPlace> 1,,
SemSearch_LS-39,ten ancient Greek city kingdoms of Cyprus,<dbo:WorldHeritageSite> 1,<dbo:PopulatedPlace> 4,,
SemSearch_ES-34,harry potter movie,<dbo:Film> 7,,,
SemSearch_LS-16,hijackers in the September 11 attacks,<dbo:Criminal> 6,,,
QALD2_te-48,In UK city are the headquarters of the MI6,<dbo:GovernmentAgency> 4,,,
TREC_Entity-4,Professional sports teams in Philadelphia,<dbo:SportsTeam> 7,,,
SemSearch_LS-21,lilly allen parents,<dbo:Person> 7,,,
SemSearch_ES-52,lincoln park,<dbo:Park> 7,,,
TREC_Entity-16,Sponsors of the Mancuso quilt festivals,<dbo:Agent> 7,,,
QALD2_te-64,all launch pads operated by NASA,<dbo:LaunchPad> 7,,,
INEX_XER-118,French car models in 1960s,<dbo:Automobile> 7,,,
QALD2_tr-41,all soccer clubs in Spain,<dbo:SoccerClub> 7,,,
QALD2_te-60,a list of all lakes in Denmark,<dbo:Lake> 7,,,
INEX_LD-2012353,country German language,<dbo:Country> 7,,,
QALD2_te-76,List the children of Margaret Thatcher,<dbo:Person> 7,,,
QALD2_te-49,other weapons did the designer of the Uzi develop,<dbo:Weapon> 7,,,
INEX_LD-2009074,web ranking scoring algorithm,<dbo:Language> 4,,,
INEX_XER-106,Noble english person from the Hundred Years War,<dbo:GivenName> 1,<dbo:Noble> 5,<dbo:MilitaryPerson> 1,
INEX_XER-116,Italian nobel prize winners,<dbo:Person> 5,<dbo:Award> 1,,
QALD2_tr-18,museum exhibits The Scream by Munch,<dbo:Artwork> 1,<dbo:Museum> 6,,
SemSearch_LS-7,Branches of the US military,<dbo:MilitaryStructure> 7,,,
SemSearch_LS-32,presidents depicted on mount rushmore died of shooting,<dbo:Person> 5,,,
INEX_LD-2012355,England football player highest paid,<dbo:SoccerPlayer> 7,,,
QALD2_tr-26,bridges are of the same type as the Manhattan Bridge,<dbo:Bridge> 7,,,
INEX_XER-134,record-breaking sprinters in male 100-meter sprints,<dbo:SportsEvent> 1,<dbo:Athlete> 6,,
SemSearch_ES-130,plymouth police department,<dbo:Building> 2,<dbo:MilitaryUnit> 2,<dbo:UnitOfWork> 2,
SemSearch_ES-31,emery,<dbo:City> 2,<dbo:SoccerManager> 4,,
INEX_LD-2010106,organic food advantages disadvantages,<dbo:Food> 7,,,
INEX_LD-2009111,europe solar power facility,<dbo:PowerStation> 6,,,
SemSearch_ES-30,eloan line of credit,<dbo:Website> 1,<dbo:Bank> 6,,
INEX_LD-20120121,vietnam food recipes,<dbo:Food> 7,,,
SemSearch_LS-17,houses of the Russian parliament,<dbo:Building> 6,<dbo:Legislature> 1,,
QALD2_te-31,all current Methodist national leaders,<dbo:Person> 5,,,
INEX_XER-64,Alan Moore graphic novels adapted to film,<dbo:Novel> 5,<dbo:Comic> 1,<dbo:Writer> 1,
QALD2_te-84,created the comic Captain America,<dbo:Person> 7,,,
INEX_XER-113,Formula 1 drivers that won the Monaco Grand Prix,<dbo:FormulaOneRacer> 7,,,
SemSearch_ES-54,marc anthony,<dbo:MusicalArtist> 7,,,
INEX_XER-133,EU countries,<dbo:Country> 7,,,
QALD2_tr-16,the capitals of all countries in Africa,<dbo:City> 7,,,
INEX_LD-20120131,vietnam travel national park,<dbo:ProtectedArea> 1,<dbo:Park> 4,<dbo:AmusementParkAttraction> 1,<dbo:NaturalPlace> 1
INEX_LD-20120321,tango music  composers,<dbo:MusicalArtist> 7,,,
INEX_XER-63,Hugo awarded best novels,<dbo:WrittenWork> 7,,,
SemSearch_ES-67,ovguide movies,<dbo:Film> 7,,,
SemSearch_ES-29,ellis college,<dbo:EducationalInstitution> 7,,,
QALD2_tr-28,European countries have a constitutional monarchy,<dbo:Country> 7,,,
INEX_LD-2012371,most beautiful railway stations world cities located,<dbo:City> 2,<dbo:RailwayStation> 5,,
INEX_LD-2012315,Baguio Quezon City  Manila official independence 1945,<dbo:City> 3,<dbo:Event> 3,<dbo:Country> 1,
QALD2_tr-87,wrote the book The pillars of the Earth,<dbo:Writer> 7,,,
SemSearch_ES-63,old winchester shotguns,<dbo:Weapon> 7,,,
QALD2_te-95,wrote the lyrics for the Polish national anthem,<dbo:Person> 7,,,
INEX_LD-20120432,bicycle benefits environment,<dbo:CyclingRace> 3,,,
QALD2_te-98,country does the creator of Miffy come from,<dbo:Country> 7,,,
QALD2_te-77,was called Scarface,<dbo:FictionalCharacter> 7,,,
INEX_XER-115,Formula One World Constructors Champions,<dbo:FormulaOneRacer> 1,<dbo:SportsEvent> 1,<dbo:FormulaOneTeam> 5,
QALD2_te-92,all songs from Bruce Springsteen released between 1980 and 1990,<dbo:Song> 7,,,
SemSearch_LS-12,first targets of the atomic bomb,<dbo:MilitaryConflict> 1,<dbo:City> 5,,
INEX_LD-2012301,Niagara falls origin lake,<dbo:NaturalPlace> 7,,,
TREC_Entity-2,Winners of the ACM Athena award,<dbo:Person> 7,,,
SemSearch_ES-89,university of north dakota,<dbo:University> 7,,,
INEX_LD-20120511,female rock singers,<dbo:MusicalArtist> 7,,,
SemSearch_LS-41,the four of the companions of the prophet,<dbo:Religious> 4,<dbo:MythologicalFigure> 3,,
INEX_XER-117,Musicians appeared in the Blues Brothers movies,<dbo:MusicalArtist> 7,,,
SemSearch_ES-38,jack the ripper,<dbo:Murderer> 7,,,
INEX_LD-20120312,tango culture countries,<dbo:PopulatedPlace> 5,,,
SemSearch_LS-43,books did paul of tarsus write,<dbo:Book> 7,,,
QALD2_tr-53,all presidents of the United States,<dbo:President> 7,,,
INEX_XER-97,Compilers that can compile both C and C++,<dbo:Software> 7,,,
INEX_XER-98,Makers of lawn tennis rackets,<dbo:Company> 7,,,
QALD2_te-33,all Australian nonprofit organizations,<dbo:Non-ProfitOrganisation> 7,,,
QALD2_tr-86,all female German chancellors,<dbo:Person> 4,<dbo:Name> 2,,
SemSearch_ES-95,MADRID,<dbo:City> 7,,,
QALD2_te-15,is the longest river,<dbo:River> 7,,,
QALD2_te-22,is the governor of Texas,<dbo:Governor> 5,<dbo:Election> 2,,
SemSearch_LS-50,wonders of the ancient world,<dbo:Monument> 4,<dbo:WorldHeritageSite> 2,,
SemSearch_ES-68,pierce county washington,<dbo:Town> 3,<dbo:Region> 4,,
SemSearch_ES-26,disney orlando,<dbo:AmusementParkAttraction> 7,,,
QALD2_tr-35,is the owner of Universal Studios,<dbo:Person> 6,,,
INEX_LD-20120331,tango dance styles,<dbo:Genre> 4,,,
SemSearch_LS-4,Axis powers of World War II,<dbo:MilitaryConflict> 3,<dbo:Country> 3,,
TREC_Entity-1,Carriers that Blackberry makes phones for,<dbo:Agent> 4,<dbo:Device> 2,,
QALD2_te-17,all cars that are produced in Germany,<dbo:Automobile> 7,,,
SemSearch_ES-18,canasta cards,<dbo:Game> 6,,,
INEX_XER-126,toy train manufacturers that are still in business,<dbo:Train> 2,<dbo:Company> 4,,
SemSearch_ES-20,carolina,<dbo:Region> 6,,,
INEX_LD-2012375,animals lay eggs mammals,<dbo:Animal> 7,,,
INEX_XER-79,Works by Charles Rennie Mackintosh,<dbo:Work> 2,<dbo:Architect> 1,<dbo:ArchitecturalStructure> 4,
QALD2_te-40,List all boardgames by GMT,<dbo:Game> 6,,,
QALD2_te-44,cities does the Weser flow through,<dbo:City> 7,,,
SemSearch_ES-72,rock 103 memphis,<dbo:MusicalWork> 2,<dbo:RadioStation> 5,,
SemSearch_ES-56,mario bros,<dbo:VideoGame> 7,,,
SemSearch_ES-104,bourbonnais il,<dbo:PopulatedPlace> 7,,,
SemSearch_ES-136,sri lanka government gazette,<dbo:Newspaper> 7,,,
INEX_LD-20120531,music conferences,<dbo:Convention> 7,,,
INEX_XER-132,living nordic classical composers,<dbo:ClassicalMusicArtist> 4,<dbo:MusicGenre> 2,,
TREC_Entity-18,Members of the band Jefferson Airplane,<dbo:MusicalArtist> 7,,,
SemSearch_ES-82,st lucia,<dbo:Saint> 1,<dbo:Country> 4,<dbo:Region> 2,
SemSearch_LS-11,dioceses of the church of ireland,<dbo:Diocese> 7,,,
SemSearch_ES-106,chase masterson,<dbo:Artist> 7,,,
INEX_LD-20120332,tango dance history,<dbo:Genre> 4,,,
INEX_LD-2012377,allegedly caused World War I,<dbo:Event> 6,,,
QALD2_te-5,is the second highest mountain on Earth,<dbo:Mountain> 7,,,
QALD2_te-81,books by Kerouac were published by Viking Press,<dbo:Book> 7,,,
QALD2_tr-30,state of the USA has the highest population density,<dbo:PopulatedPlace> 7,,,
SemSearch_ES-124,motorola bluetooth hs850,<dbo:Device> 7,,,
SemSearch_ES-114,glenn frey,<dbo:Person> 7,,,
SemSearch_ES-15,bradley center,<dbo:Place> 7,,,
SemSearch_ES-61,mr rourke fantasy island,<dbo:FictionalCharacter> 3,<dbo:TelevisionShow> 4,,
SemSearch_ES-141,ventura county court,<dbo:Building> 4,<dbo:GovernmentAgency> 3,,
QALD2_tr-68,actors were born in Germany,<dbo:Actor> 7,,,
QALD2_te-80,all books by William Goldman with more than 300 pages,<dbo:Book> 7,,,
INEX_LD-2012327,Beloved author African American Nobel Prize Literature,<dbo:WrittenWork> 1,<dbo:Writer> 6,,
SemSearch_LS-9,degrees of Eastern Orthodox monasticism,<dbo:Cleric> 7,,,
QALD2_te-6,all professional skateboarders from Sweden,<dbo:Person> 6,,,
QALD2_te-24,was the father of Queen Elizabeth II,<dbo:BritishRoyalty> 7,,,
INEX_LD-2012385,famous politicians vegetarians,<dbo:Politician> 7,,,
SemSearch_ES-107,concord steel,<dbo:Company> 6,,,
SemSearch_ES-93,08 toyota tundra,<dbo:Automobile> 7,,,
INEX_XER-122,Movies with eight or more Academy Awards,<dbo:Film> 6,<dbo:Award> 1,,
QALD2_te-35,developed Skype,<dbo:Person> 5,<dbo:Website> 1,<dbo:Company> 1,
QALD2_te-99,For label did Elvis record his first album,<dbo:Album> 1,<dbo:RecordLabel> 6,,
QALD2_tr-59,all people with first name Jimmy,<dbo:Person> 7,,,
SemSearch_LS-24,matt berry tv series,<dbo:TelevisionShow> 6,<dbo:TelevisionEpisode> 1,,
SemSearch_ES-97,PINK PANTHER 2,<dbo:Film> 6,<dbo:HollywoodCartoon> 1,,
QALD2_te-87,composed the music for Harold and Maude,<dbo:MusicalWork> 2,<dbo:Person> 5,,
SemSearch_ES-125,nokia e73,<dbo:Device> 7,,,
QALD2_tr-44,designed the Brooklyn Bridge,<dbo:Bridge> 1,<dbo:Architect> 6,,
QALD2_te-45,countries are connected by the Rhine,<dbo:Country> 7,,,
SemSearch_LS-20,kublai khan siblings,<dbo:Royalty> 7,,,
INEX_LD-2010057,Einstein Relativity theory,<dbo:WrittenWork> 6,,,
INEX_LD-2012307, July 1850  president died Millard Fillmore sworn following day,<dbo:Politician> 7,,,
QALD2_tr-58,produced the most films,<dbo:Film> 3,<dbo:Person> 4,,
SemSearch_ES-90,university of phoenix,<dbo:University> 7,,,
INEX_XER-81,Movies about English hooligans,<dbo:Film> 7,,,
QALD2_tr-72,languages are spoken in Estonia,<dbo:Country> 2,<dbo:Language> 5,,
SemSearch_ES-9,american embassy nairobi,<dbo:Ambassador> 1,<dbo:Place> 6,,
INEX_LD-2012351,Indian Cuisine dish rice dhal vegetables roti papad,<dbo:Food> 6,,,
SemSearch_ES-45,keith urban,<dbo:MusicalWork> 1,<dbo:MusicalArtist> 6,,
SemSearch_ES-123,michael zimmerman,<dbo:Writer> 7,,,
SemSearch_ES-118,iowa energy,<dbo:SportsTeamSeason> 1,<dbo:BasketballTeam> 6,,
INEX_XER-86,List of countries in World War Two,<dbo:Country> 7,,,
QALD2_te-1,German cities have more than 250000 inhabitants,<dbo:City> 7,,,
SemSearch_ES-84,the dish danielle fishel,<dbo:TelevisionShow> 6,,,
SemSearch_LS-6,boroughs of New York City,<dbo:City> 4,<dbo:AdministrativeRegion> 3,,
QALD2_tr-25,In films directed by Garry Marshall was Julia Roberts starring,<dbo:Film> 7,,,
SemSearch_ES-23,city of virginia beach,<dbo:Place> 7,,,
INEX_LD-20120112,vietnam war facts,<dbo:MilitaryConflict> 6,<dbo:Film> 1,,
QALD2_tr-3,is the daughter of Bill Clinton married to,<dbo:Person> 6,,,
INEX_XER-100,Operating systems to Steve Jobs related,<dbo:Software> 7,,,
QALD2_tr-31,is the currency of the Czech Republic,<dbo:Currency> 7,,,
INEX_XER-141,Universities in Catalunya,<dbo:University> 7,,,
QALD2_te-13,is the youngest player in the Premier League,<dbo:SoccerPlayer> 7,,,
QALD2_tr-54,was the wife of US president Lincoln,<dbo:Person> 6,,,
SemSearch_LS-44,languages do they speak in afghanistan,<dbo:Language> 7,,,
QALD2_tr-92,is the highest mountain,<dbo:MountainRange> 1,<dbo:Mountain> 6,,
INEX_LD-2012323,Large glaciers island nation Langjokull Hofsjokull Vatnajokull,<dbo:NaturalPlace> 2,<dbo:Island> 5,,
QALD2_te-51,all Frisian islands that belong to the Netherlands,<dbo:Island> 7,,,
TREC_Entity-17,Chefs with a show on the Food Network,<dbo:Chef> 7,,,
QALD2_tr-10,In country does the Nile start,<dbo:Country> 7,,,
